text	label
NAIROBI 1996-08-27	[('LOC', 0, 0)]
The main rebel group in south Sudan said on Tuesday it was trying to arrange the release of six Roman Catholic missionaries , including three Australian nuns , held for nearly two weeks .	[('LOC', 6, 6), ('MISC', 19, 20), ('MISC', 25, 25)]
George Garang , Nairobi spokesman for the Sudan People 's Liberation Army ( SPLA ) , said it was urgently trying to contact SPLA commander Nuour Marial at Mapourdit in the south to free the six .	[('ORG', 7, 11), ('ORG', 13, 13), ('ORG', 23, 23), ('PER', 0, 1), ('PER', 25, 26), ('LOC', 3, 3), ('LOC', 28, 28)]
""" The movement is making arrangements for them to be set free ."	[]
"This is a decision of the leadership , "" Garang said ."	[('PER', 9, 9)]
""" Commander Nuour Marial is a soldier so he must accept the leadership 's decision ."	[('PER', 2, 3)]
"But communications at this time of year are very difficult because of rains and a lack of power , "" he added ."	[]
The Catholic Information Office in Nairobi said on Monday that four of the six had been charged by the SPLA with spying , spreading Islam and hindering recruitment into the rebel group .	[('ORG', 1, 3), ('ORG', 19, 19), ('LOC', 5, 5), ('MISC', 24, 24)]
""" These charges are the interpretation of the church , "" Garang said on Tuesday . """	[('PER', 11, 11)]
We have no idea why they are being held .	[]
"We are still trying to establish contact with the local commander . """	[]
Asked whether this meant the commander was out of control , Garang said the rebel movement was working on the problem .	[('PER', 11, 11)]
He said he believed all six were being held in the mission compound at Mapourdit and were reported to be in good health .	[('LOC', 14, 14)]
The Catholic Information office in Nairobi said on Monday that Australian Sisters Moira Lynch , 73 , and Mary Batchelor , 68 , American Father Michael Barton , 48 , and Sudanese Father Raphael Riel , 48 , were held in a prison in south Sudan by the SPLA .	[('ORG', 1, 3), ('ORG', 48, 48), ('PER', 12, 13), ('PER', 18, 19), ('PER', 25, 26), ('PER', 33, 34), ('LOC', 5, 5), ('LOC', 45, 45), ('MISC', 10, 10), ('MISC', 23, 23), ('MISC', 31, 31)]
It said Australian Sister Maureen Carey , 52 , and Italian Brother Raniero Iacomella , 28 , were held inside the compound .	[('PER', 4, 5), ('PER', 12, 13), ('MISC', 2, 2), ('MISC', 10, 10)]
The church in Australia said on Monday Lynch , Batchelor , Barton and Riel were held in a prison until the weekend , when they were moved to join the other captives at the compound .	[('PER', 7, 7), ('PER', 9, 9), ('PER', 11, 11), ('LOC', 3, 3), ('LOC', 13, 13)]
The Catholic Information Office said the SPLA in the Kenyan capital had attributed the detentions of the six to a local commander and had promised they would be freed by August 23 .	[('ORG', 1, 3), ('ORG', 6, 6), ('MISC', 9, 9)]
But the church learned in a recent meeting with the local commander that no instructions to release the prisoners were received and they would be held until investigations were completed .	[]
It said last Friday they were visited by Monsignor Caesar Mazzolari , apostolic administrator of the diocese of Rumbek in southern Sudan , and an SPLA administrator and appeared in good condition .	[('ORG', 25, 25), ('PER', 9, 10), ('LOC', 18, 18), ('LOC', 21, 21)]
""" On August 17 the mission was surrounded ( by the SPLA ) and sealed off ."	[('ORG', 11, 11)]
The evening of the same day the missionaries were put in prison or isolation .	[]
"Later the mission was looted , "" it added ."	[]
"An Australian foreign ministry official said the charges against them were "" fairly bizarre "" and a matter for concern ."	[('MISC', 1, 1)]
He said Australian diplomats in Nairobi were working with the Roman Catholic church in southern Sudan and with U.S. and Italian diplomats in the region to help free the missionaries .	[('LOC', 5, 5), ('LOC', 15, 15), ('LOC', 18, 18), ('MISC', 2, 2), ('MISC', 10, 11), ('MISC', 20, 20)]
The SPLA has fought Khartoum 's government forces in the south since 1983 for greater autonomy or independence of the mainly Christian and animist region from the Moslem , Arabised north .	[('ORG', 1, 1), ('LOC', 4, 4), ('LOC', 29, 30), ('MISC', 21, 21), ('MISC', 27, 27)]
OSCE postpones Bosnian municipal elections .	[('ORG', 0, 0), ('MISC', 2, 2)]
SARAJEVO 1996-08-27	[('LOC', 0, 0)]
The U.S. diplomat in charge of elections in Bosnia announced on Tuesday that voting for municipal assemblies would be postponed because of irregularities by the Serbs in registering voters .	[('LOC', 1, 1), ('LOC', 8, 8), ('MISC', 25, 25)]
Ambassador Robert Frowick , representing the Organisation for Security and Cooperation in Europe ( OSCE ) , told reporters that municipal polls due on September 14 with other Bosnian elections would be put off .	[('ORG', 6, 12), ('ORG', 14, 14), ('PER', 1, 2), ('MISC', 28, 28)]
""" I have made a chairman 's decision that it is not feasible to hold municipal elections on September 14 , "" said Frowick ."	[('PER', 23, 23)]
He said no exact date had been set but it was possible the local elections would take place in the spring of 1997 .	[]
According to OSCE officials , Serb authorities have pressed their refugees to register to vote in towns now under Serb control , but which used to have Moslem majorities .	[('ORG', 2, 2), ('MISC', 5, 5), ('MISC', 19, 19), ('MISC', 27, 27)]
Human rights workers say authorities in Serbia and Bosnian Serb territory have conducted a well-organised campaign to coerce refugees into registering only on Serb territory and failed to inform them of their rights under the Dayton peace agreement .	[('LOC', 6, 6), ('LOC', 35, 35), ('MISC', 8, 9), ('MISC', 23, 23)]
Diplomats say the effect of the electoral engineering would be to establish political control over districts they conquered and ethnically cleansed in war .	[]
The response of the Bosnian Serbs to the OSCE 's announcement was not immediately clear .	[('ORG', 8, 8), ('MISC', 4, 5)]
But Bosnian Serb leaders have hinted they would boycott the poll if the municipal elections were postponed , or go ahead with their own .	[('MISC', 1, 2)]
"The Bosnian Serb cabinet , in a letter to the OSCE , said on Monday that any delay of local elections would be "" a direct and flagrant violation fo the Dayton agreement "" ."	[('ORG', 10, 10), ('LOC', 31, 31), ('MISC', 1, 2)]
The Serbs , who administer half of Bosnia in a Serb republic , said they had met all conditions for holding the September elections .	[('LOC', 7, 7), ('MISC', 1, 1), ('MISC', 10, 10)]
Diplomats fear that the crisis could cast doubt over the entire election process , which already appears set to confirm Bosnia 's ethnic partition rather than its reintegration as the Dayton peace agreement had planned .	[('LOC', 20, 20), ('LOC', 30, 30)]
New talks in Chechnya as Lebed waits for Yeltsin .	[('PER', 5, 5), ('PER', 8, 8), ('LOC', 3, 3)]
Dmitry Kuznets	[('PER', 0, 1)]
NOVYE ATAGI , Russia 1996-08-27	[('LOC', 0, 1), ('LOC', 3, 3)]
Russian and rebel military commanders finally met in Chechnya on Tuesday for delayed talks aimed at finalising a ceasefire arranged last week by President Boris Yeltsin 's envoy Alexander Lebed .	[('PER', 24, 25), ('PER', 28, 29), ('LOC', 8, 8), ('MISC', 0, 0)]
The Russian army commander in the region , General Vyacheslav Tikhomirov , arrived at the rebel-held village of Novye Atagi , some 20 km ( 12 miles ) south of the Chechen capital Grozny for discussions with rebel chief-of-staff Aslan Maskhadov .	[('PER', 9, 10), ('PER', 39, 40), ('LOC', 18, 19), ('LOC', 33, 33), ('MISC', 1, 1), ('MISC', 31, 31)]
But Lebed himself , the Kremlin security chief , is still waiting back in Moscow to meet Yeltsin over his plans for a lasting political settlement in Chechnya .	[('PER', 1, 1), ('PER', 17, 17), ('LOC', 5, 5), ('LOC', 14, 14), ('LOC', 27, 27)]
Itar-Tass news agency quoted the Kremlin press service as saying Yeltsin , who left for a state holiday home near Moscow on Monday , would hold no working meetings on Tuesday .	[('ORG', 0, 0), ('PER', 10, 10), ('LOC', 5, 5), ('LOC', 20, 20)]
Lebed interrupted talks with Chechnya 's separatists on a political deal on Sunday , saying he had to consult with Yeltsin .	[('PER', 0, 0), ('PER', 20, 20), ('LOC', 4, 4)]
After a meeting failed to materialise on Monday , Lebed 's spokesman said he might meet the president on Tuesday .	[('PER', 9, 9)]
But Yeltsin 's spokesman rebuffed the suggestion , saying the president had left Moscow for a holiday near the capital .	[('PER', 1, 1), ('LOC', 13, 13)]
The Russians postponed the talks after a Chechen band disarmed a column of interior ministry troops on Sunday .	[('ORG', 13, 14), ('MISC', 1, 1), ('MISC', 7, 7)]
The Chechens said a renegade group seized the weapons and said on Monday they had all been returned .	[('MISC', 1, 1)]
The Russian command insisted that not all the weapons were the same as those taken .	[('MISC', 1, 1)]
Tass said the weapons and the practical implementation of the ceasefire signed by Lebed and Maskhadov last Thursday would be on the agenda of today 's talks .	[('ORG', 0, 0), ('PER', 13, 13), ('PER', 15, 15)]
Neither spoke to reporters before the meeting , which started around 10.45 a.m. ( 0645 GMT ) .	[('MISC', 15, 15)]
Also in Novye Atagi on Tuesday morning , was Tim Guldimann , the Swiss diplomat who heads the Chechnya mission of the Organisation for Security and Cooperation in Europe ( OSCE ) .	[('ORG', 22, 28), ('ORG', 30, 30), ('PER', 9, 10), ('LOC', 2, 3), ('LOC', 18, 18), ('MISC', 13, 13)]
Guldimann , who helped broker an earlier truce in May , was not taking part in the Tikhomirov-Maskhadov talks .	[('PER', 0, 0), ('MISC', 17, 17)]
Lebed 's peace mission this month has stopped some of the worst fighting of the 20-month-old conflict .	[('PER', 0, 0)]
However , tension on the ground indicates that it could falter if the momentum for a settlement is not maintained .	[]
Three Russian servicemen were wounded in a total of six shooting incidents overnight , Itar-Tass news agency quoted the Russian military as saying on Tuesday morning .	[('ORG', 14, 14), ('MISC', 1, 1), ('MISC', 19, 19)]
RIA news agency quoted an army source accusing rebel fighters of failing to turn up for joint Russian-Chechen police patrols in some districts of the capital Grozny on Tuesday .	[('ORG', 0, 0), ('LOC', 26, 26), ('MISC', 17, 17)]
"But the separatist command told Interfax news agency the patrols , part of the truce brokered by Lebed last week , would begin on Tuesday after delays for "" technical reasons "" ."	[('ORG', 5, 5), ('PER', 17, 17)]
Yeltsin 's spokesman said he might meet officials during his break , but indicated Lebed was low on the list by saying Yeltsin would need time to study the proposals before talking to him .	[('PER', 0, 0), ('PER', 14, 14), ('PER', 22, 22)]
Russian news agencies also quoted the Kremlin spokesman as saying that Lebed 's representatives had not sought a meeting , hinting at an attempt by the president to put his popular and outspoken protege in his place with a lesson on protocol .	[('PER', 11, 11), ('LOC', 6, 6), ('MISC', 0, 0)]
Yeltsin , 65 , has kept a low profile since he was reelected in July , prompting new speculation that the two heart attacks he suffered last year and a rumoured drinking problem could be taking their toll , weakening his grip on affairs of state .	[('PER', 0, 0)]
Aides have dismissed such speculation , insisting that he simply needs a rest after his energetic election campaign .	[]
Some analysts say the Kremlin leader , whose order sending troops and tanks into Chechnya in 1994 started Russia 's ill-fated military campaign , could merely be reluctant to put his name to a peace process which might fall apart .	[('LOC', 4, 4), ('LOC', 14, 14), ('LOC', 18, 18)]
But Lebed , who has no real power without his boss and has hinted at dark forces in Moscow working against him , appears to think a deal will not stick without strong backing from Yeltsin .	[('PER', 1, 1), ('PER', 35, 35), ('LOC', 18, 18)]
His proposals have not been spelled out but are expected to involve a compromise between the separatists ' demand for independence and Moscow 's insistence that Chechnya remain part of the Russian Federation .	[('LOC', 22, 22), ('LOC', 26, 26), ('LOC', 31, 32)]
Slovenia and Poland target EU , NATO membership .	[('ORG', 4, 4), ('ORG', 6, 6), ('LOC', 0, 0), ('LOC', 2, 2)]
LJUBLJANA 1996-08-27	[('LOC', 0, 0)]
Slovenia and Poland pledged to intensify cooperation on Tuesday and reinforced their determination to join the European Union and NATO at the earliest possible date .	[('ORG', 16, 17), ('ORG', 19, 19), ('LOC', 0, 0), ('LOC', 2, 2)]
Polish President Aleksander Kwasniewski and his Slovenian counterpart , Milan Kucan , met for talks at the start of a two-day visit to Slovenia by Kwasniewski .	[('PER', 2, 3), ('PER', 9, 10), ('PER', 25, 25), ('LOC', 23, 23), ('MISC', 0, 0), ('MISC', 6, 6)]
It was their fourth meeting this year .	[]
They said in a statement they agreed to have regular telephone contact to discuss progress in strengthening ties with the West .	[('LOC', 20, 20)]
""" We expect our cooperation will help both countries towards entering the European Union and NATO , "" Kwasniewski said ."	[('ORG', 12, 13), ('ORG', 15, 15), ('PER', 18, 18)]
""" We have similar ambitions as far as our internal development and international life is concerned , "" Kucan said ."	[('PER', 18, 18)]
Poland and Slovenia are hoping to be among the first group of former eastern bloc countries to join the European Union and NATO .	[('ORG', 19, 20), ('ORG', 22, 22), ('LOC', 0, 0), ('LOC', 2, 2)]
They have already signed an association agreement with the European Union and are both part of the Central European Free Trade Area , which also comprises Hungary , Slovakia and the Czech Republic .	[('ORG', 9, 10), ('ORG', 17, 21), ('LOC', 26, 26), ('LOC', 28, 28), ('LOC', 31, 32)]
Slovenia 's trade with Poland rose to $ 142.3 million in 1995 from $ 118.8 million in 1994 .	[('LOC', 0, 0), ('LOC', 4, 4)]
During his visit to Slovenia , Kwasniewski is also scheduled to meet Prime Minister Janez Drnovsek , representatives of Slovenian political parties and representatives of the Chamber of Economy .	[('ORG', 26, 28), ('PER', 6, 6), ('PER', 14, 15), ('LOC', 4, 4), ('MISC', 19, 19)]
Nationalists want Iliescu ousted for Hungary pact .	[('PER', 2, 2), ('LOC', 5, 5)]
BUCHAREST 1996-08-27	[('LOC', 0, 0)]
Junior Nationalist members of Romania 's ruling coalition called on Tuesday for the impeachment of President Ion Iliescu for backing a friendship treaty with neighbouring Hungary .	[('PER', 16, 17), ('LOC', 4, 4), ('LOC', 25, 25)]
Iliescu 's Party of Social Democracy , the senior coalition partner , immediately dismissed the National Unity Party ( PUNR ) demand as crude electioneering .	[('ORG', 2, 5), ('ORG', 15, 17), ('ORG', 19, 19), ('PER', 0, 0)]
""" It is a desperate move by the PUNR , which is losing its only reason for existing ahead of the electoral campaign , "" said PDSR executive president Adrian Nastase ."	[('ORG', 8, 8), ('ORG', 26, 26), ('PER', 29, 30)]
""" This treaty is both necessary and good , "" Nastase said , adding that the PUNR 's stance was threatening its position in the government ."	[('ORG', 16, 16), ('PER', 10, 10)]
The treaty agreed unexpectedly two weeks ago will end years of disputes over the status of Romania 's large ethnic Hungarian minority .	[('LOC', 16, 16), ('MISC', 20, 20)]
It will also boost both countries ' chances of admission to NATO and the European Union .	[('ORG', 11, 11), ('ORG', 14, 15)]
""" If they ( the PUNR ) are so vexed , they could leave the government ..."	[('ORG', 5, 5)]
"We might also help them to do it , if they go on like this , "" he said ."	[]
The PUNR holds four key ministries -- justice , transport , agriculture and communications .	[('ORG', 1, 1)]
PUNR leader Gheorghe Funar said in a statement Iliescu , in power since the fall of communism in 1989 , should be impeached for treason for compromising on the issue of ethnic Hungarian minority rights in the treaty due to be signed next month .	[('ORG', 0, 0), ('PER', 2, 3), ('PER', 8, 8), ('MISC', 32, 32)]
Funar 's call came on the eve of the official launch of Iliescu 's campaign for a new term at November 3 polls .	[('PER', 0, 0), ('PER', 12, 12)]
His appeal to the opposition to back his attempt to oust Iliescu was unlikely to succeed , analysts said .	[('PER', 11, 11)]
Iliescu has invited political leaders to a meeting on Thursday to discuss the final form of the pact which both Romanian and Hungarian nationalists oppose for different reasons .	[('PER', 0, 0), ('MISC', 20, 20), ('MISC', 22, 22)]
Presidential officials were not available to comment on the call for Iliescu 's impeachment .	[('PER', 11, 11)]
Estonian MPS see little hope of electing president .	[('MISC', 0, 0)]
Belinda Goldsmith	[('PER', 0, 1)]
TALLINN 1996-08-27	[('LOC', 0, 0)]
Estonia 's parliament failed for a second time to elect a president on Tuesday , dealing a blow to incumbent Lennart Meri and pushing the country towards stalemate in its choice of a new head of state .	[('PER', 20, 21), ('LOC', 0, 0)]
Neither Meri , who oversaw Estonia 's first steps into statehood after the collapse of the Soviet Union , nor his arch-rival , former communist Arnold Ruutel , have secured the 68 votes necessary from the 101-member parliament .	[('PER', 1, 1), ('PER', 25, 26), ('LOC', 5, 5), ('LOC', 16, 17)]
Meri garnered 49 votes and Meri 34 in Tuesday 's ballot for the five-year presidency of Estonia .	[('PER', 0, 0), ('PER', 5, 5), ('LOC', 16, 16)]
A third and final vote was due to be held when parliament reconvened on Tuesday but legislators were not expecting a clear result .	[]
If there is no result the decision will be ceded to an electoral college .	[]
""" The votes are a strong message to Meri that he is not favoured by some politicians any more , "" Reform Party head Heiki Kranich told Reuters ."	[('ORG', 21, 22), ('ORG', 27, 27), ('PER', 8, 8), ('PER', 24, 25)]
Under a constitution agreed in 1992 , a year after independence , the president has no executive powers .	[]
His only political role is to smoothe the functioning of government in periods of crisis .	[]
But Meri , 67 , has been accused in parliament of taking too much power and not always consulting parliamentarians before making decisions .	[('PER', 1, 1)]
His relations with a leftist-led government have sometimes been tense .	[]
His support in the first round of voting on Monday was much lower than expected , scoring only 45 votes , which political analysts put down as a vote of no confidence in his performance .	[]
This support only inched up to 49 in the second vote .	[]
Support for Ruutel , 68 , remained constant at 34 votes .	[('PER', 2, 2)]
If the third vote fails to give either Meri or Ruutel 68 votes , the parliamentary speaker will convene an electoral college of 101 MPs and 273 local goverment representatives to hold a new poll that could include new nominations .	[('PER', 8, 8), ('PER', 10, 10)]
This would be the first time that the former Soviet republic has had to call together an electoral college .	[('MISC', 9, 9)]
In its first presidential election in 1992 Meri won the necessary votes in in a parliamentary election against Ruutel .	[('PER', 7, 7), ('PER', 18, 18)]
Parliamentary organisers said the exact timetable remained unclear but it would probably take about a month to organise an electoral college which could also hold several rounds of voting before a clear winner emerges .	[]
Estonia assembly fails to elect state president .	[('LOC', 0, 0)]
TALLINN 1996-08-27	[('LOC', 0, 0)]
The Estonian parliament failed for a third and final time to elect a new state president on Tuesday , refusing a second mandate for incumbent Lennart Meri .	[('PER', 25, 26), ('MISC', 1, 1)]
Neither Meri nor his rival Arnold Ruutel could garner the 68 votes needed from the 101 members of parliament to become president .	[('PER', 1, 1), ('PER', 5, 6)]
In the third vote Meri won 52 and Ruutel won 32 votes .	[('PER', 4, 4), ('PER', 8, 8)]
The final decision will now be made by a larger assembly .	[]
Meri won 49 in a second vote earlier on Tuesday and 45 in the first on Monday .	[('PER', 0, 0)]
Ruutel won 34 votes in the first two secret ballots .	[('PER', 0, 0)]
Enn Markvart , chairman of the National Election Commission said 96 members of parliament cast votes , with one ballot paper invalid and 11 abstentions .	[('ORG', 6, 8), ('PER', 0, 1)]
The election will now go before an electoral college involving MPs and local government representatives that will be convened by the parliamentary Speaker in the next day or so .	[]
It could take up to a month before a new vote but the timetable is not yet clear .	[]
This is the first time the former Soviet republic has had to convene such a group .	[('MISC', 7, 7)]
Albania charges Briton with child sex abuse .	[('LOC', 0, 0), ('MISC', 2, 2)]
TIRANA 1996-08-27	[('LOC', 0, 0)]
Albanian authorities have arrested and charged a British man for sexually abusing two young boys , a Tirana prosecutor said on Tuesday .	[('LOC', 17, 17), ('MISC', 0, 0), ('MISC', 7, 7)]
""" We have arrested him and charged him with these shameful acts of sex abuse of little children , "" prosecutor Adnan Xhelili told Reuters ."	[('ORG', 24, 24), ('PER', 21, 22)]
Xhelili said Paul Thompson , 34 , from Wiltshire , was arrested on Sunday in a hotel in the Adriatic resort of Durres , 45 km ( 30 miles ) west of Tirana .	[('PER', 0, 0), ('PER', 2, 3), ('LOC', 8, 8), ('LOC', 22, 22), ('LOC', 32, 32), ('MISC', 19, 19)]
Thompson has denied the charges .	[('PER', 0, 0)]
He could face up to five years in jail if convicted .	[]
Xhelili said Thompson , who is divorced , said he befriended the boys , both aged under 10 , because they reminded him of his own children who live with his former wife in London .	[('PER', 0, 0), ('PER', 2, 2), ('LOC', 34, 34)]
The prosecutor 's office said no date had yet been set for a trial to begin as investigations had first to be completed .	[]
The British embassy in Tirana said it had sent an embassy official to talk to Thompson who is being held in jail .	[('PER', 15, 15), ('LOC', 4, 4), ('MISC', 1, 1)]
The age of consent for heterosexual and homosexual sex in Albania is 14 .	[('LOC', 10, 10)]
A large number of destitute children can be seen begging in the streets of impoverished Albania , especially in towns and resorts visited by foreigners .	[('LOC', 15, 15)]
Estonia assembly again fails to elect president .	[('LOC', 0, 0)]
TALLINN 1996-08-27	[('LOC', 0, 0)]
Estonia 's parliament again failed to elect a new state president on Tuesday when neither of two candidates secured a majority in second-round voting .	[('LOC', 0, 0)]
Incumbent president Lennart Meri won 49 votes compared to 34 won by his rival , deputy Parliamentary Speaker Arnold Ruutel .	[('PER', 2, 3), ('PER', 18, 19)]
But Meri 's support was not enough for the 68 needed for election and a third secret ballot will take place later in the day ( 1300 GMT ) , parliamentary officials said .	[('PER', 1, 1), ('MISC', 27, 27)]
To win a clear mandate for the five-year presidential term , a candidate must secure 68 votes from the 101-member parliament .	[]
Enn Markvart , Chairman of the National Election Commission , said 96 members of parliament voted in the second round , with 12 abstentions and one ballot paper invalid .	[('ORG', 6, 8), ('PER', 0, 1)]
On Monday , in the first round of voting , Meri secured 45 votes and Ruutel 34 .	[('PER', 10, 10), ('PER', 15, 15)]
Meri 's popularity has suffered in recent years , with politicians criticising him for taking too much power and acting without consulting parliament .	[('PER', 0, 0)]
If a third round of voting fails to give either candidate 68 votes , the parliamentary speaker has to convene an electoral college of all 101 MPs and 273 local government representatives for a new vote that could take up to a month .	[]
Slovak women visited Dutroux , police say .	[('PER', 3, 3), ('MISC', 0, 0)]
Peter Laca	[('PER', 0, 1)]
BRATISLAVA 1996-08-27	[('LOC', 0, 0)]
Marc Dutroux , the chief accused in Belgium 's sensational child murder and sex abuse case , visited Slovakia a number of times and about 10 young Slovak women went to Belgium at his invitation , police said on Tuesday .	[('PER', 0, 1), ('LOC', 7, 7), ('LOC', 18, 18), ('LOC', 31, 31), ('MISC', 27, 27)]
But they have difficulty remembering what happened there , perhaps because of drugs , and are unsure whether they were filmed for pornography , Rudolf Gajdos , head of the Slovak office of Interpol , told Reuters .	[('ORG', 33, 33), ('ORG', 36, 36), ('PER', 24, 25), ('MISC', 30, 30)]
"Although Gajdos spoke of "" girls "" his deputy , Eva Boudova , said the case involved about 10 young women in their early 20s ."	[('PER', 1, 1), ('PER', 10, 11)]
""" The police interrogated several Slovak girls who said that they had been invited by Mark Dutroux to visit Belgium , "" Gajdos said ."	[('PER', 15, 16), ('PER', 22, 22), ('LOC', 19, 19), ('MISC', 5, 5)]
""" The girls said they went to Belgium voluntarily and the police suspect that they were used to act in pornographic films . """	[('LOC', 7, 7)]
""" The police suspect ( the girls ) were under the influence of drugs as some girls admitted they took unspecified pills . """	[]
""" We have suspicions of a rape , but the police still have to find the victim , "" Gajdos added ."	[('PER', 19, 19)]
Dutroux 's last visit to Slovakia was reported to have been as recent as July .	[('PER', 0, 0), ('LOC', 5, 5)]
Slovak police are also cooperating with Belgium in the search for An Marchal and Eefje Lambrecks , who went missing last August .	[('PER', 11, 12), ('PER', 14, 15), ('LOC', 6, 6), ('MISC', 0, 0)]
Dutroux , 39 , who was charged last week with the abduction and illegal imprisonment of two other girls aged 14 and 12 , is one of several suspects in the Marchal and Lambrecks case .	[('PER', 0, 0), ('PER', 31, 31), ('PER', 33, 33)]
Last Saturday he led police to the bodies of two other girls , aged eight , who died of starvation this year after their abduction in June , 1995 .	[]
The Czech office of Interpol said on Friday it would neither confirm nor deny that Dutroux had been in the Czech Republic , Slovakia 's western neighbour and former federation partner .	[('ORG', 4, 4), ('PER', 15, 15), ('LOC', 20, 21), ('LOC', 23, 23), ('MISC', 1, 1)]
Belgian police said an officer had visited Bratislava to talk with Slovak detectives about An and Eefje and other disappearances , and he planned to go also to Prague .	[('PER', 14, 14), ('PER', 16, 16), ('LOC', 7, 7), ('LOC', 28, 28), ('MISC', 0, 0), ('MISC', 11, 11)]
WEATHER - Conditions at CIS airports - August 27 .	[('LOC', 4, 4)]
MOSCOW 1996-08-27	[('LOC', 0, 0)]
No closures of airports due to bad weather are expected in the Commonwealth of Independent States on August 28 and August 29 , the Russian Weather Service said on Tuesday .	[('ORG', 24, 26), ('LOC', 12, 15)]
-- Moscow Newsroom +7095 941 8520	[('ORG', 1, 2)]
Russian serial killer strikes again .	[('MISC', 0, 0)]
MOSCOW 1996-08-27	[('LOC', 0, 0)]
Russian police in the Urals city of Perm are on the trail of a serial killer who has claimed his seventh victim in just a few months , Itar-Tass news agency said on Tuesday .	[('ORG', 28, 28), ('LOC', 7, 7), ('MISC', 0, 0), ('MISC', 4, 4)]
In the latest attack , the killer raped and stabbed a young woman in a lift , leaving her body on a landing .	[]
Tass did not say exactly when it took place .	[('ORG', 0, 0)]
Police earlier released a suspect after women who had survived an attack failed to identify him .	[]
Russian army , Chechens open new round of talks .	[('MISC', 0, 0), ('MISC', 3, 3)]
MOSCOW 1996-08-27	[('LOC', 0, 0)]
Russia 's military commander in Chechnya began new talks with separatist chief-of-staff Aslan Maskhadov on Tuesday , Itar-Tass news agency said .	[('ORG', 17, 17), ('PER', 12, 13), ('LOC', 0, 0), ('LOC', 5, 5)]
Tass said the talks were taking place in the settlement of Novye Atagi , some 20 km ( 12 miles ) south of the Chechen capital Grozny .	[('ORG', 0, 0), ('LOC', 11, 12), ('LOC', 26, 26), ('MISC', 24, 24)]
The talks had been postponed while the Russians waited for the rebels to return arms and ammunition seized from Russian soldiers at the weekend .	[('MISC', 7, 7), ('MISC', 19, 19)]
The Chechens said on Monday they had returned all the weapons , which they said were seized by a renegade group .	[('MISC', 1, 1)]
The talks between Maskhadov and Russia 's Vyacheslav Tikhomirov are aimed at putting the finishing touches to a ceasefire sealed last week in talks with Russian security chief Alexander Lebed .	[('PER', 3, 3), ('PER', 7, 8), ('PER', 28, 29), ('LOC', 5, 5), ('MISC', 25, 25)]
Lebed , who met Russian Prime Minister Viktor Chernomyrdin on Monday to discuss the progress he made on a political settlement for the breakaway region , has been seeking a meeting with President Boris Yeltsin , who started a holiday near Moscow on Monday .	[('PER', 0, 0), ('PER', 7, 8), ('PER', 33, 34), ('LOC', 41, 41), ('MISC', 4, 4)]
Argentine bishop reminds cabinet of Commandments .	[('MISC', 0, 0)]
BUENOS AIRES , Argentina 1996-08-27	[('LOC', 0, 1), ('LOC', 3, 3)]
The Archbishop of Buenos Aires said on Tuesday the first thing he would do if elected president of Argentina would be to put up posters of the Ten Commandments in government offices .	[('LOC', 3, 4), ('LOC', 18, 18), ('MISC', 27, 28)]
""" They asked me what would be the first thing I would do if I were president , and I said the first thing I would do would be to resign straight away , "" Archbishop Antonio Quarracino said at a sermon attended by several cabinet ministers ."	[('PER', 36, 37)]
""" But before going , I would have big signs put up in all government offices , those to do with justice , in all sectors , with the Ten Commandments , "" he added ."	[('MISC', 29, 30)]
"Argentina 's top Roman Catholic cleric said the Biblical commandment "" Thou shalt not steal "" would get special emphasis "" because it has to be about the most common thing these days . """	[('LOC', 0, 0), ('MISC', 3, 4), ('MISC', 8, 8)]
Quarracino and other Church leaders are regular critics of the government 's free-market economic policy .	[('PER', 0, 0)]
Brazil 's Eletropaulo names new president .	[('ORG', 2, 2), ('LOC', 0, 0)]
SAO PAULO 1996-08-27	[('PER', 0, 1)]
Sao Paulo state power firm Eletropaulo said it has named Eduardo Bernini as new president , replacing Emmanuel Sobral , who will head a secretariat at the Transportation Ministry .	[('ORG', 5, 5), ('ORG', 27, 28), ('PER', 10, 11), ('PER', 17, 18), ('LOC', 0, 1)]
Bernini is expected to take office Thursday , a Eletropaulo spokeswoman said .	[('ORG', 9, 9), ('PER', 0, 0)]
-- Romina Nicaretta , Sao Paulo newsroom , 5511 232 4411 .	[('PER', 1, 2), ('LOC', 4, 5)]
Dutch government wo n't pay ransom for kidnap victims .	[('MISC', 0, 0)]
SAN JOSE , Costa Rica 1996-08-27	[('LOC', 0, 1), ('LOC', 3, 4)]
The Netherlands government has ruled out paying ransom money for a Dutch couple kidnapped from their farm , while Costa Rican authorities said on Tuesday they had no leads in the case .	[('LOC', 0, 1), ('MISC', 11, 11), ('MISC', 19, 20)]
""" We have not had contact with the kidnappers nor do we have any leads to take us to where they might be held , "" Chief of Judicial Police Manuel Alvarado told Reuters ."	[('ORG', 28, 29), ('ORG', 33, 33), ('PER', 30, 31)]
Hurte Sierd Zylstra and his wife , Jetsi Hendrika Coers , both 50 , were abducted from the teak plantation they managed late Saturday or early Sunday by at least two men demanding $ 1.5 million ransom , authorities said .	[('PER', 0, 2), ('PER', 7, 9)]
Costa Rican officials on Monday had given different names for the couple .	[('MISC', 0, 1)]
